ID,class1,class2,class3,class4,class5,class6,class7,class8,class9
0,0.07996818342741738,0.30745647792527686,0.07530594690900067,0.04342641305680286,0.05668275144222392,0.0237560557890246,0.3535680753801377,0.035473769760912356,0.024362291384607087
1,0.1369104819442923,0.1945147015541453,0.029133980260878767,0.1756341043710514,0.05319439728308886,0.0641158530052576,0.31970171868149766,0.011322431760972258,0.015472334747690698
2,0.2021453135117749,0.14884429573443664,0.02566756710089732,0.19234450387814325,0.04989047129781264,0.04674730853356744,0.3090521117985987,0.01250511395519134,0.012803329323569757
3,0.09490987734001538,0.20310666855960746,0.03120372963844417,0.0968809632077377,0.05715620416287889,0.06328358772348461,0.42835638075728577,0.010447531475031326,0.014655103003151444
4,0.31834556785483814,0.061804048912000024,0.04943075373423341,0.4273372693026294,0.03465015240615918,0.04403654867101936,0.0399430646248851,0.00984858151903726,0.014604013560912794
5,0.16272381962364352,0.10492927210824049,0.04672646366539297,0.2245699214979747,0.08020985827937052,0.11586639546705738,0.21456562382536504,0.027440282007999806,0.022968380288761893
6,0.09449015360833432,0.15202982653729175,0.02309119422424653,0.17913023970629816,0.03685347155846612,0.09060967782109097,0.3714995624262547,0.010480170740349118,0.04181566293789582
7,0.18527008927286653,0.08005592638871142,0.013262274393778216,0.2295522997052768,0.0188039743540361,0.06514082058802206,0.0762346944634022,0.00439851060486676,0.3272814189508668
8,0.1910151308265149,0.09915880958964465,0.04802441761644211,0.19598679220271054,0.08368555569000563,0.11750091554067478,0.20611945648251379,0.02004374591473197,0.03846516635787471
9,0.26985403060447233,0.08982969250523229,0.028566050009088375,0.3574134984179212,0.04228448680901231,0.07811869964397997,0.10626474601068531,0.012418108264623692,0.015250681142057416
10,0.2928196729637695,0.07127524542531602,0.028280760964918383,0.4286800756327862,0.03688109000108307,0.04626968115588092,0.06885403743286048,0.010226756909948405,0.01671269484751766
11,0.2035569657730479,0.09486311466686917,0.024912330155649788,0.3757467843104719,0.03614950710957085,0.047612610512452455,0.1834586255262748,0.009939726091213618,0.023760331896328687
12,0.2505897276141382,0.11743042449496274,0.019279439000251433,0.3991206748827007,0.030999367687782508,0.08031034892426756,0.07890780429510942,0.010274865405525115,0.013087339463687897
13,0.19482438320237472,0.1544884678073886,0.023768858633646743,0.0972497776945252,0.048297878475070735,0.05077421641073859,0.4095826463984075,0.011616566102587631,0.009397265345566373
14,0.2952072851362333,0.07082478683762893,0.026952284471962185,0.3607483567028497,0.03532557357106507,0.04935344561861153,0.13655775290469985,0.009748106423425195,0.015282418470752127
